"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:43:37 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"Elapsed Time","1.13"
"Records Found","2399"
"Records Returned","2399"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","","Summerville","","sandstone,""siliciclastic""","164.7","157.3","US","6","6"
"str","","Summerville/Bluff Sandstone","","sandstone","163.5","152.1","US","3","6"
"str","","Summit Creek","","","72.1","66","CA","1","1"
"str","","Sundance","Canyon Springs","""limestone"",grainstone","168.3","166.1","US","4","4"
"str","","Sunjiawan","","","100.5","89.8","CN","3","6"
"str","","Süntel","","mudstone","155.7","150.8","DE","1","9"
"str","","Süntel","Sand-Tonkomplex","sandstone","155.7","150.8","DE","2","5"
"str","","Süntel","Unterbank","sandstone","155.7","150.8","DE","1","9"
"str","","System B","","""limestone""","23.03","15.97","AU","1","1"
"str","","Syuksyuk","","sandstone","86.3","83.6","KZ,UZ","9","11"
"str","","Tacaratu","","sandstone","125.45","109","BR","1","1"
"str","","Tacuarembó","Batoví","sandstone,mudstone/siltstone","157.3","145","UY","6","12"
"str","","Tagay Khalagay","","sandstone/claystone","15.97","13.65","RU","1","1"
"str","","Taihape Mudstone","","mudstone","3.6","3","NZ","1","1"
"str","","Taime","Carrizo","""siliciclastic""","3.6","2.588","PE","1","1"
"str","","Tairum Nor","","claystone","100.5","66","MN","1","1"
"str","","Takli","","claystone/marl","70.6","66","IN","3","6"
"str","","Tamiami","Pinecrest Beds","sandstone,mudstone","4.9","1.8","US","2","53"
"str","","Tamiami","Upper Pinecrest Beds","""mixed carbonate-siliciclastic""","3.6","2.588","US","1","14"
"str","","Tando beds","","sandstone/siltstone","113","100.5","KR","1","1"
"str","","Tangahoe","","sandstone/siltstone","3.6","3","NZ","2","6"
"str","","Tangshang","","tuff","83.5","70.6","CN","2","2"
"str","","Taouratine","","sandstone","161.2","145","DZ","1","1"
"str","","Tarija","","","2.588","0.781","BO","1","1"
"str","","Tatrot","","sandstone","3.6","2.588","IN","1","2"
"str","","Tatsukawa","","mudstone","130","125.45","JP","1","1"
"str","","Tatsunokuchi","","","5.333","3.6","JP","1","1"
"str","","Tayzhuzgen","","sandstone/claystone","72.1","66","KZ","1","3"
"str","","Tazought","","claystone/""carbonate""","130","122.46","MA","1","2"
"str","","Tecolote","","","0.126","0.0117","US","1","1"
"str","","Tecopa Lake Beds","","mudstone","4.9","1.8","US","1","1"
"str","","Temblor","","sandstone","15.97","13.6","US","2","11"
"str","","Temblor","Round Mountain","siltstone","15.97","13.82","US","4","37"
"str","","Temirchin","","","89.3","66","KZ","1","3"
"str","","Tendaguru","","","152.1","145","TZ","6","6"
"str","","Tendaguru","Lower Dinosaur","marl","163.5","157.3","TZ","2","4"
"str","","Tendaguru","Middle Dinosaur","siltstone,marl,marl/sandstone,claystone","155.7","145","TZ","24","58"
"str","","Tendaguru","Upper Dinosaur","marl,sandstone,claystone/sandstone,claystone,siltstone,marl/sandstone,siltstone/claystone","152.1","145","TZ","79","155"
"str","","Tepetate","","siltstone","47.8","41.3","MX","1","1"
"str","","Tereñes","","sandstone,sandstone/marl,marl","155.7","150.8","ES","5","12"
"str","","Tesuque","Skull Ridge","","15.97","13.6","US","1","1"
"str","","Thomas Fork","","sandstone","113","100.5","US","2","2"
"str","","Tiaojishan","","sandstone/mudstone,""shale"",""shale""/tuff,""siliciclastic""","163.5","150.8","CN","6","13"
"str","","Tick Canyon","","","30.8","20.43","US","1","1"
"str","","Tielt","Egemkapel Clay","sandstone","56","47.8","BE","1","14"
"str","","Tiki","","mudstone","237","228","IN","1","2"
"str","","Tiki","Lower Tiki","mudstone/claystone,mudstone","237","228","IN","2","2"
"str","","Tilougguit","","marl/""carbonate"",conglomerate","168.3","166.1","MA","2","3"
"str","","Tiloula","","lime mudstone","157.3","132.9","DZ","3","9"
"str","","Tingalpa","","","228","201.3","AU","1","1"
"str","","Tiout","","dolomite","208.5","199.3","DZ","1","1"
"str","","Tirari","Pompapillina","","5.333","3.6","AU","1","3"
"str","","Tokoro","","sandstone","28.1","23.03","JP","2","2"
"str","","Tokubai","","sandstone/claystone","99.6","93.5","KG","1","1"
"str","","Tolar","","conglomerate/sandstone","100.5","66","CL","1","2"
"str","","Tomanová","","claystone/sandstone","228","201.3","SK,PL","2","11"
"str","","Tong-Gu-Ling","","siltstone","100.5","66","CN","1","1"
"str","","Toolebuc","","","105.3","99.6","AU","1","1"
"str","","Topanga","","sandstone","15.97","13.82","US","1","13"
"str","","Toqui","","sandstone","152.1","145","CL","1","5"
"str","","Tordillo","","","157.3","152.1","AR","1","1"
"str","","Torme","","grainstone","70.6","66","ES","1","2"
"str","","Torreya","lower","sandstone","20.43","15.97","US","1","4"
"str","","Toutunhe","","sandstone,siltstone","166.1","157.3","CN","3","6"
"str","","Travenanzes","","""limestone""","232","221.5","IT","1","3"
"str","","Tremembé","","claystone","28.4","21","BR","3","4"
"str","","Tres Hermanos","Atarque Sandstone","sandstone/""shale""","93.5","89.3","US","1","1"
"str","","Triglia","","","8.7","5.333","GR","1","1"
"str","","Trinidad","","sandstone","10.3","4.9","MX","1","1"
"str","","Tropic Shale","","""shale""","93.5","89.3","US","1","1"
"str","","Trossingen","","mudstone,marl","208.5","201.3","DE","2","4"
"str","","Tsagaantsav","","","139.8","125","MN","1","3"
"str","","Tsurushi","","","15.97","11.608","JP","1","1"
"str","","Tuchengzi","","sandstone,mudstone,sandstone/conglomerate","150.8","132.9","CN","9","17"
"str","","Tuchengzi","Third","siltstone,sandstone","150.8","132.9","CN","10","22"
"str","","Tuffeau de St Omer","","","59.2","56","FR","1","4"
"str","","Tulare","","","1.8","0.012","US","1","1"
"str","","Tunggur","","sandstone/mudstone","13.82","11.62","CN","1","1"
"str","","Tuntianying","","coal/sandstone","201.3","145","CN","1","1"
"str","","Tupolang","","""limestone""","163.5","145","TJ","1","1"
"str","","Turgin","","coal/claystone","145","130","RU","1","1"
"str","","Turlock Lake","upper","claystone/sandstone","1.8","0.3","US","1","7"
"str","","Twannbach","","lime mudstone","150.8","145","CH","7","7"
"str","","Two Medicine","","","83.5","70.6","US","7","14"
"str","","Tylawa Limestones","","""limestone""","33.9","28.4","PL","1","1"
"str","","Tyulek","","","130","113","KG","1","1"
"str","","Tzeliuching","","sandstone","145","100.5","CN","1","1"
"str","","Uchkuduk","","claystone","93.5","89.3","UZ","1","1"
"str","","Uinta","","mudstone","46.2","40.4","US","3","3"
"str","","Uinta","lower Myton","","46.2","40.4","US","1","1"
"str","","Ukureyskaya","","siltstone/claystone","167.7","145","RU","1","5"
"str","","Ulaanoosh","Upper","claystone/conglomerate,sandstone/conglomerate,mudstone","105.3","93.9","MN","3","5"
"str","","Ulan Argalant","","mudstone/sandstone","163.5","100.5","MN","1","1"
"str","","Ulan Malgait","","siltstone/sandstone,mudstone/sandstone,sandstone/siltstone,siltstone","152.1","145","MN","7","8"
"str","","Ulansuhai","","conglomerate","83.6","66","CN","1","2"
"str","","Ulungar","","","100.5","66","CN","1","2"
"str","","Umm al-Rua’us","","""shale""/marl","56","47.8","SA","1","1"
"str","","Upnor","Beltinge Fish Bed","","59.2","56","UK","1","1"
"str","","Upper Freshwater Molasse","","claystone,sandstone","11.62","7.246","DE","2","2"
"str","","Upper Moquegua","","","29","21","PE","2","2"
"str","","Uquía","","sandstone","3.6","2.588","AR","1","1"
"str","","Vachères limestones","","""carbonate""","33.9","28.4","FR","1","2"
"str","","Valdenoceda","","dolomite","70.6","66","ES","1","1"
"str","","Vale Verde","","""limestone"",marl/sandstone","163.5","157.3","PT","2","3"
"str","","Valentine","Crookston Bridge","","15.97","13.6","US","1","1"
"str","","Valmonte","","diatomite","13.6","10.3","US","1","1"
"str","","Valtos Sandstone","","conglomerate","168.3","166.1","UK","1","1"
"str","","Vanheim","","","0.126","0.0117","US","1","1"
"str","","Varswater","","sandstone,conglomerate","3.6","2.588","ZA","5","28"
"str","","Varswater","Gravel","conglomerate","11.608","5.333","ZA","1","4"
"str","","Varswater","PPM","sandstone","5.333","3.6","ZA","2","29"
"str","","Varswater","QSM & PPM","sandstone","5.333","3.6","ZA","1","3"
"str","","Varswater","Quarzose Sand","sandstone","5.333","3.6","ZA","1","7"
"str","","Varswater & Bredasdorp","","sandstone","23.03","2.588","ZA","1","1"
"str","","Vaugirard","","conglomerate","56","47.8","FR","1","1"
"str","","Vega","","sandstone,conglomerate/sandstone","157.3","152.1","ES","4","9"
"str","","Vegas de Matute","","""siliciclastic""","83.5","70.6","ES","1","6"
"str","","Vellerat","Röschenz","""limestone""","161.2","155.7","CH","1","1"
"str","","Verde","","mudstone","4.9","1.8","US","2","2"
"str","","Vermilion River","Boyne","""shale""","83.6","72.1","CA","1","1"
"str","","Vermilion River","Pembina","""shale""/ash","83.6","72.1","CA","1","1"
"str","","Villalba de la Sierra","","mudstone/sandstone,claystone,marl","83.5","66","ES","5","18"
"str","","Villanueva de Huerva","","""limestone""","139.8","129.4","ES","4","6"
"str","","Villanueva de Huerva","Section B","claystone","139.8","129.4","ES","1","8"
"str","","Villar del Arzobispo","","marl,grainstone,sandstone,lime mudstone/""siliciclastic"",claystone/sandstone,""limestone"",mudstone,claystone,claystone/marl,""carbonate"",""limestone""/sandstone,sandstone/marl,sandstone/claystone","155.7","145","ES","70","114"
"str","","Ville","Frimmersdorf","lignite/claystone","15.97","13.65","DE","1","1"
"str","","Villigen","Wettingen","packstone","155.7","150.8","CH","1","1"
"str","","Vilquechicho","Upper","sandstone","72.1","66","PE","1","3"
"str","","Viñita","","sandstone/""shale""","86.3","66","CL","1","4"
"str","","Vitakri","","","70.6","66","PK","1","4"
"str","","Vitoria","","sandstone/mudstone,sandstone/siltstone,""limestone""","83.5","70.6","ES","3","31"
"str","","Vogel River Series","","","2.588","1.806","TZ","11","21"
"str","","Vogel River Series","Laetoli Beds (upper)","sandstone","5.333","2.588","TZ","1","6"
"str","","Vogel River Series","Laetolil Beds-Upper","","5.333","2.588","TZ","6","9"
"str","","Waccamaw","","sandstone","0.126","0.0117","US","1","1"
"str","","Wadi Milk","","sandstone/siltstone","83.6","66","SD","2","16"
"str","","Wahweap","","mudstone/sandstone","83.5","70.6","US","3","10"
"str","","Wahweap","Capping Sandstone","sandstone","83.5","70.6","US","1","1"
"str","","Wahweap","Coyote Point","sandstone,mudstone","83.5","70.6","US","4","7"
"str","","Wahweap","Reynolds Point","sandstone,mudstone/sandstone","83.5","70.6","US","4","5"
"str","","Waimanalo","","""limestone""","0.126","0.0117","US","1","12"
"str","","Waipara Greensand","","sandstone","58.7","55.8","NZ","8","11"
"str","","Waipara Greensand","Mt Ellen","sandstone","66","55.8","NZ","1","1"
"str","","Waipara Greensand","Mt. Ellen","sandstone","66","55.8","NZ","1","1"
"str","","Waite","","siltstone","11.608","5.333","AU","3","12"
"str","","Walloon Coal Measures","","""shale"",coal,coal/""shale"",""shale""/coal","174.1","163.5","AU","6","9"
"str","","Wallumbilla","Doncaster","siltstone","125","113","AU","1","1"
"str","","Wanchuan","","sandstone/claystone","145","100.5","CN","1","1"
"str","","Wanghudun","Upper","sandstone","66","61.7","CN","1","1"
"str","","Wangjiashan","Lower","sandstone","167.7","164.7","CN","4","6"
"str","","Wapiti","","siltstone,sandstone,amber,mudstone,coal/mudstone","72.1","66","CA","18","38"
"str","","Wapiti","Unit 3","mudstone,sandstone,siltstone/sandstone","83.5","70.6","CA","3","21"
"str","","Wapiti","Unit 4","sandstone,sandstone/siltstone,sandstone/mudstone","83.5","70.6","CA","7","18"
"str","","Ware","","sandstone","3.6","2.588","CO","1","1"
"str","","Wasatch","Cathedral Bluffs Tongue","mudstone","55.8","46.2","US","2","2"
"str","","Wasatch","Main Body","lignite,sandstone","55.8","50.3","US","2","2"
"str","","Washakie","","","50.3","40.4","US","1","1"
"str","","Wayan","","conglomerate,siltstone,siltstone/sandstone,conglomerate/mudstone,sandstone,mudstone","105.3","93.5","US","34","47"
"str","","Wazzant","","conglomerate","182.7","174.1","MA","2","3"
"str","","Wembere-Manonga","Ibole/Tinde","claystone","23.03","2.588","TZ","1","1"
"str","","Wembere-Manonga","Tinde","claystone","5.333","2.588","TZ","1","1"
"str","","West Melbury Marly Chalk","Cambridge Greensand","","99.6","93.5","UK","2","9"
"str","","Whaingaroa","","sandstone","34.3","27.3","NZ","1","1"
"str","","Whenuataru Tuff","","tuff","5.333","3","NZ","1","2"
"str","","White River","","","33.9","33.3","US","1","1"
"str","","Wicomico","Arredondo","claystone","0.126","0.0117","US","2","34"
"str","","Wierzbica Oolite and Platy Limestones","","""limestone""","155.7","150.8","PL","1","1"
"str","","Williams Fork","","","83.5","66","US","1","1"
"str","","Williams/Ladd","","","83.6","72.1","US","1","1"
"str","","Willow Creek","","sandstone,claystone/sandstone","70.6","66","CA,US","4","6"
"str","","Willow Tank","upper","sandstone","100.5","93.9","US","1","10"
"str","","Willwood","","""siliciclastic"",wackestone/""carbonate"",wackestone","55.8","48.6","US","41","41"
"str","","Willwood","Sand Coulee beds","","56.8","55.8","US","1","3"
"str","","Wilson Grove","","sandstone","11.62","2.588","US","1","4"
"str","","Wind River","Lysite","","55.8","50.3","US","1","1"
"str","","Winton","","siltstone,claystone,siltstone/sandstone","99.6","89.3","AU","4","7"
"str","","Wipajiri","","","28.4","15.97","AU","1","2"
"str","","Woolwich","","","56","47.8","UK","1","1"
"str","","Wozniki Limestone","","conglomerate/claystone","228","201.3","PL","1","3"
"str","","Wulansuhai","","sandstone","83.6","72.1","CN","4","12"
"str","","Wyandotte","","""siliciclastic""","0.126","0.0117","AU","2","4"
"str","","Xert","","claystone","125.45","122.46","ES","1","1"
"str","","Xiacaowan","","conglomerate","20.44","15.97","CN","2","5"
"str","","Xiaguan","","","93.5","70.6","CN","1","1"
"str","","Xiangtang","","""siliciclastic""","163.5","145","CN","2","4"
"str","","Xiaoba","","sandstone","145","100.5","CN","1","3"
"str","","Xiaoba","First","siltstone,sandstone","145","100.5","CN","4","6"
"str","","Xiaoba","Second","mudstone,sandstone","145","100.5","CN","2","4"
"str","","Xiaodong","","sandstone","100.5","66","CN","1","3"
"str","","Xiaoyan","","sandstone","70.6","66","CN","1","1"
"str","","Xiaoyan","Lower","sandstone,sandstone/conglomerate","83.6","66","CN","2","7"
"str","","Xiaoyan","Upper","mudstone","83.6","66","CN","1","1"
"str","","Xiguayuan","","siltstone","145","100.5","CN","1","3"
"str","","Xiguayuan","First","mudstone","125","113","CN","1","3"
"str","","Xiguayuan","Second","sandstone","125","113","CN","2","4"
"str","","Xinlong","","mudstone/sandstone,conglomerate,marl/sandstone","125","113","CN","8","17"
"str","","Xintiangou","","sandstone,siltstone/mudstone","174.1","168.3","CN","4","8"
"str","","Xintiangou","Lower","siltstone","174.1","168.3","CN","1","1"
"str","","Xintiangou","Upper","siltstone","182.7","170.3","CN","1","1"
"str","","Xujiahe","","mudstone","208.5","201.3","CN","1","1"
"str","","Xujiahe","3","sandstone,siltstone","208.5","201.3","CN","3","3"
"str","","Yalovach","","sandstone,sandstone/conglomerate","85.8","83.5","TJ,KG","11","39"
"str","","Yan'an","","sandstone/claystone","174.1","163.5","CN","2","2"
"str","","Yan'an","Baotashan Sandstone","sandstone","174.1","163.5","CN","4","4"
"str","","Yanan","","sandstone/claystone,mudstone","174.1","163.5","CN","4","7"
"str","","Yangxi","","""shale""","55.8","48.6","CN","2","2"
"str","","Yavi","","mudstone","145","100.5","CO","2","2"
"str","","Yima","","mudstone","174.1","163.5","CN","1","1"
"str","","Yimen","","mudstone","201.3","174.1","CN","2","2"
"str","","Yongping","","","237","201.3","CN","1","2"
"str","","Yuanpu","","","72.1","66","CN","1","6"
"str","","Yuhuangding","","","55.8","48.6","CN","1","1"
"str","","Yuliangzi","","mudstone/conglomerate","72.1","66","CN","1","4"
"str","","Zagaje","","wackestone,sandstone","201.3","196.5","PL","6","18"
"str","","Zarbuz","","","166.1","157.3","TJ","2","2"
"str","","Zbaszynek Beds/Wielichowo Beds","","claystone","228","201.3","PL","1","1"
"str","","Zdanice-Hustopece","","""shale""","20.44","15.97","CZ","1","1"
"str","","Zebbag","Kerker","sandstone/""limestone""","99.6","93.5","TN","1","2"
"str","","Zhanghe","","","174.1","163.5","CN","2","3"
"str","","Zhangjiakou","","siltstone/sandstone","145","139.8","CN","1","1"
"str","","Zhaoying","","siltstone","89.8","83.6","CN","1","1"
"str","","Zhenzhuchong","","","201.3","174.1","CN","4","4"
"str","","Zhidan","","","145","100.5","CN","1","2"
"str","","Zhiluo","","sandstone","174.1","163.5","CN","1","1"
"str","","Zhirkindek","","claystone,claystone/sandstone","93.5","86.3","KZ","10","18"
"str","","Zhumapu","","","100.5","83.6","CN","1","2"
"str","","Zhuravlevskaya","","sandstone","72.1","66","KZ","1","2"
"str","","Ziliujing","","sandstone","182.7","170.3","CN","2","2"
"str","","Ziliujing","Da'anzhai","siltstone/sandstone,mudstone/""limestone""","174.1","168.3","CN","3","7"
"str","","Ziliujing","Dongyuemiao","mudstone","182.7","174.1","CN","1","2"
"str","","Ziliujing","Maanshan","siltstone,mudstone","174.1","168.3","CN","12","15"
"str","","Zorrillo-Taberna Indiferenciadas","","sandstone/""shale""","170.3","168.3","MX","1","3"
"str","","Zorzino Limestone","","""limestone""/marl,""limestone""","215.56","212","IT","2","2"
"str","","Zouyun","","sandstone","100.5","66","CN","3","6"
"str","Agadez","Assaous","","sandstone","163.5","145","NE","2","3"
"str","Agawam","Boonton","","sandstone","199.3","190.8","US","1","2"
"str","Agawam","Portland","","""shale""/sandstone,mudstone/sandstone,sandstone/""shale"",sandstone,""shale"",sandstone/mudstone,mudstone","201.3","190.8","US","34","301"
"str","Agua de la Peña","Los Colorados","","""siliciclastic"",sandstone,mudstone/conglomerate","228","208.5","AR","9","13"
"str","Agua de la Peña","Los Rastros","","sandstone","237","228","AR","3","4"
"str","Ajlun","Na’ur","","lime mudstone/marl","100.5","93.9","JO","4","4"
"str","Alamor","Cazaderos","","sandstone","113","93.9","EC","1","1"
"str","Amran","","","""limestone""","168.3","139.8","YE","2","3"
"str","Ancholme","Oxford Clay","","claystone/sandstone","164.7","161.2","UK","4","4"
"str","Ancholme","Oxford Clay","Peterborough","mudstone,claystone","164.7","155.7","UK","8","13"
"str","Ancholme","Oxford Clay","Stewartby","claystone","164.7","161.2","UK","2","2"
"str","Ancholme","Oxford Clay","Weymouth","claystone","161.2","155.7","UK","1","1"
"str","Annaka","Haraichi","","","11.62","7.246","JP","1","1"
"str","Apodi","Açu","Açu 4","sandstone","113","93.9","BR","2","15"
"str","Araripe","Santana","","lime mudstone","122.46","112.03","BR","1","1"
"str","Araripe","Santana","Romualdo","mudstone/""limestone"",""shale""","122.46","112.03","BR","4","6"
"str","Arauco","Quiriquina","","""mixed carbonate-siliciclastic""","70.6","66","CL","1","1"
"str","Areado","","","sandstone","163.5","100.5","BR","1","4"
"str","Areado","Quiricó","","claystone","125","113","BR","1","2"
"str","Argana","Timezgadiouine","Aglegal","sandstone","247.2","242","MA","1","1"
"str","Argana","Timezgadiouine","Irohalene","sandstone,sandstone/mudstone,sandstone/siltstone","237","228","MA","5","8"
"str","Ariyalur","Kallamedu","","sandstone/claystone,sandstone,claystone/sandstone","70.6","66","IN","5","10"
"str","Ariyalur","Kallankurichchi","","""limestone""","70.6","66","IN","1","1"
"str","Ashiya","","","","28.1","23.03","JP","1","1"
"str","Ashiya","Ainoshima","","sandstone","28.1","23.03","JP","1","2"
"str","Ashiya","Waita","","","28.1","23.03","JP","1","1"
"str","Ashiya","Yamaga","","sandstone","28.1","23.03","JP","4","4"
"str","Ashiya","Yamaga","Orio","sandstone","28.4","23.03","JP","1","1"
"str","Ausseing","Calcarenites du Jadet","","grainstone","70.6","66","FR","1","1"
"str","Ausseing","Marnes d'Auzas","","marl,sandstone/marl","70.6","66","FR","3","6"
"str","Ausseing","Marnes de Lestaillats","","marl/sandstone,claystone,marl","70.6","66","FR","3","6"
"str","Austin","","","""limestone""","89.3","70.6","MX","1","1"
"str","Austin","Ector Chalk","","chalk","89.3","85.8","US","1","1"
"str","Austin","Gober Chalk","Roxton Limestone","""limestone""","83.5","70.6","US","1","1"
"str","Austin","Pflugerville","","","83.5","70.6","US","1","1"
"str","Awash","Wehaietu","","claystone","0.781","0.0117","ET","1","1"
"str","Bagh Beds","Nimar Sandstone","","""shale""/sandstone,sandstone","100.5","89.8","IN","8","8"
"str","Balqa","Phosphorite Unit","","phosphorite/""limestone""","72.1","66","JO","1","1"
"str","Balta","Chersonian","","claystone","11.62","7.246","MD","1","1"
"str","Barnwell","Clinchfield","","sandstone","38","33.9","US","1","1"
"str","Barrow","Birdrong Sandstone","","sandstone","132.9","125","AU","1","1"
"str","Bauru","","","sandstone,conglomerate,conglomerate/sandstone","72.1","66","BR","12","15"
"str","Bauru","Adamantina","","sandstone,sandstone/conglomerate,sandstone/siltstone,sandstone/coal,mudstone/sandstone","83.5","66","BR","21","45"
"str","Bauru","Cambambe","","sandstone/siltstone","89.3","66","BR","1","6"
"str","Bauru","Marília","","sandstone/conglomerate,sandstone","70.6","66","BR","8","11"
"str","Bauru","Marília","Echaporã","sandstone","70.6","66","BR","4","6"
"str","Bauru","Presidente Prudente","","sandstone","83.5","66","BR","3","10"
"str","Bauru","São José do Rio Preto","","sandstone","85.8","70.6","BR","4","5"
"str","Bauru","Serra da Galga","","sandstone/mudstone,sandstone/siltstone,sandstone,""carbonate"",""limestone""/sandstone","70.6","66","BR","17","45"
"str","Bauru","Uberaba","","sandstone,siltstone/sandstone","83.6","72.1","BR","4","5"
"str","Bauru","Vale do Rio do Peixe","","""siliciclastic""","93.9","83.6","BR","1","1"
"str","Beaufort","","","sandstone","247.2","237","ZA,LS","2","2"
"str","Belly River","","","mudstone,sandstone,claystone","83.5","70.6","CA","38","41"
"str","Belly River","Allison","","","83.6","72.1","CA","1","1"
"str","Belly River","Dinosaur Park","","sandstone,sandstone/siltstone,mudstone,sandstone/mudstone,claystone/sandstone,""shale"",mudstone/sandstone,siltstone/sandstone,sandstone/claystone,claystone","83.5","70.6","CA","308","645"
"str","Belly River","Foremost","","sandstone/""shale"",sandstone/mudstone,sandstone,""shale""","83.5","70.6","CA","10","37"
"str","Belly River","Foremost","Herronton Sandstone","sandstone","83.5","70.6","CA","1","1"
"str","Belly River","Oldman","","mudstone/siltstone,sandstone,sandstone/siltstone,mudstone,siltstone","83.5","70.6","CA","77","209"
"str","Belly River","Oldman","Comrey Sandstone","sandstone","83.6","72.1","CA","1","1"
"str","Belly River","Oldman","Lower","sandstone/siltstone,sandstone,sandstone/mudstone","83.5","70.6","CA","5","33"
"str","Belly River","Oldman","Middle","sandstone/siltstone,sandstone","83.5","70.6","CA","2","19"
"str","Belly River","Oldman","Upper","sandstone,sandstone/siltstone,siltstone","83.5","70.6","CA","7","62"
"str","Bende-Ameki","Ameki","","","41.3","38","NG","1","1"
"str","Benton","","","marl/conglomerate","93.9","89.8","US","1","2"
"str","Bidou","Ravar","","sandstone","157.3","145","IR","1","1"
"str","Bisbee","Mojado","Sarten","sandstone/""shale"",sandstone,sandstone/mudstone","105.3","99.6","US,MX","10","17"
"str","Bisbee","Shellenberger Canyon","","sandstone/siltstone,""limestone""","113","100.5","US","2","2"
"str","Bisbee","Turney Ranch","","sandstone","105.3","93.5","US","2","4"
"str","Black Creek","","","siltstone/claystone","83.5","70.6","US","2","5"
"str","Black Creek","Donoho Creek","","sandstone,claystone","83.5","70.6","US","3","6"
"str","Black Creek","Tar Heel","","siltstone/sandstone,sandstone","83.5","70.6","US","3","17"
"str","Blairmore","Gladstone","","sandstone","125","113","CA","1","1"
"str","Blythesdale","Bungil","Minmi","""siliciclastic""","139.8","125","AU","1","1"
"str","Bornholm","Bagå","","sandstone/claystone","170.3","166.1","DK","1","2"
"str","Bowser Lake","Groundhog-Gunanoot","","sandstone","152.1","139.8","CA","1","2"
"str","Bracklesham","","","sandstone","41.3","37.2","UK","5","11"
"str","Bracklesham","Elmore","","claystone/sandstone,claystone","47.8","41.3","UK","2","4"
"str","Bracklesham","Selsey","","claystone/sandstone,claystone","47.8","41.3","UK","4","10"
"str","Braunjura","Ornatenton","","","164.7","161.2","DE","1","2"
"str","Braunjura","Ornatenton","Upper Siltstone Series","mudstone","164.7","161.2","DE","1","2"
"str","Brotas","Sergi","","conglomerate","201.3","145","BR","1","1"
"str","Bullhead Mountain","Gething","","sandstone,sandstone/claystone,siltstone,sandstone/coal,mudstone,sandstone/""siliciclastic"",sandstone/""shale""","113","100.5","CA","26","55"
"str","Bullhead Mountain","Gething","Gaylard","","113","100.5","CA","1","2"
"str","Cabuérniga","Arcera","","sandstone/""shale""","145","140.2","ES","1","1"
"str","Cabullona","","","lime mudstone/mudstone,siltstone","83.5","66","MX","7","14"
"str","Cabullona","Corral de Enmedio","","""shale""","83.5","70.6","MX","7","13"
"str","Cabullona","Lomas Coloradas","","""shale""","72.1","66","MX","3","4"
"str","Cabullona","Packard Shale","2","""shale""","83.6","72.1","MX","1","1"
"str","Caiuá","","","sandstone","100.5","66","BR","2","3"
"str","Caiuá","Goio-Erê","","sandstone","93.9","72.1","BR","1","1"
"str","Caiuá","Rio Paraná","","sandstone","89.8","66","BR","1","2"
"str","Calcari Grigi","Loppio Oolitic Limestone","","grainstone/wackestone","196.5","189.6","IT","3","4"
"str","Calcari Grigi","Monte Zugna","","""carbonate""/mudstone","201.3","199.3","IT","1","1"
"str","Calcari Grigi","Monte Zugna","Middle Peritidal","lime mudstone/wackestone,""carbonate"",wackestone,mudstone,bindstone,grainstone","201.3","189.6","IT","10","30"
"str","Calcari Grigi","Monte Zugna","Upper Subtidal","wackestone,bindstone,lime mudstone/wackestone","201.3","189.6","IT","3","5"
"str","Calcari Grigi","Rotzo","","grainstone/wackestone","196.5","189.6","IT","4","5"
"str","Calcari Grigi","Rotzo","Tovel","packstone","196.5","183","IT","1","2"
"str","Calcari Selciferi Lombardi","Saltrio","","packstone","196.5","189.6","IT","1","1"
"str","Carmanah","Sooke","","sandstone","28.1","23.03","CA","1","1"
"str","Chalk","West Melbury Chalk","Cambridge Greensand","sandstone","99.6","93.5","UK","2","2"
"str","Chalk","West Melbury Marly Chalk","Cambridge Greensand","marl","105.3","99.6","UK","3","4"
"str","Chalk","Zig Zag Chalk","Totternhoe Stone","marl","99.6","93.5","UK","1","1"
"str","Champion Bay","Colalura Sandstone","","sandstone","174.1","168.4","AU","1","2"
"str","Changet","Sharikhan","","","100.5","93.9","KG","1","1"
"str","Chatham","Blomidon","","sandstone","228","208.5","CA","1","2"
"str","Chatham","Bull Run","Balls Bluff","siltstone","228","208.5","US","1","1"
"str","Chatham","Bull Run","Groveton","siltstone/mudstone","221.5","212","US","2","8"
"str","Chatham","Gettysburg","","sandstone/claystone,sandstone","228","201.3","US","4","7"
"str","Chatham","Gettysburg","Heidlersburg","siltstone/sandstone","228","208.5","US","1","5"
"str","Chatham","Lockatong","","claystone","228","208.5","US","1","2"
"str","Chatham","Lockatong","Weehawken","""siliciclastic""","228","208.5","US","1","1"
"str","Chatham","Manassas Sandstone","Poolesville","""shale""/sandstone","228","208.5","US","2","4"
"str","Chatham","New Haven","","","228","208.5","US","1","1"
"str","Chatham","Passaic","","siltstone/sandstone,""shale""/sandstone,claystone","208.5","201.3","US","12","19"
