"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:43:37 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"Elapsed Time","1.13"
"Records Found","2399"
"Records Returned","2399"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","","Nawata and Nachukui","Lower/Upper Nawata & Apak","conglomerate","11.62","3.6","KE","1","1"
"str","","Nawata or Nachukui","Upper Nawata and Apak","sandstone/mudstone","7.246","3.6","KE","1","8"
"str","","Nazareno","","mudstone/conglomerate","15.97","13.82","BO","1","1"
"str","","Nelsen","","sandstone/siltstone","83.5","70.6","US","1","1"
"str","","Nemegt","","sandstone/mudstone,mudstone/sandstone,sandstone,siltstone,siltstone/sandstone,not reported/sandstone,conglomerate,""siliciclastic"",conglomerate/sandstone,conglomerate/mudstone,mudstone,sandstone/conglomerate","70.6","66","MN","114","266"
"str","","Nemegt","Upper","conglomerate/sandstone,sandstone/mudstone","72.1","66","MN","2","12"
"str","","Nenjiang","","mudstone","83.5","70.6","CN","1","4"
"str","","Newark Canyon","","mudstone","113","100.5","US","5","9"
"str","","Nichkesai","","claystone","83.5","70.6","KG","4","5"
"str","","Niguel","","","5.333","0.781","US","1","1"
"str","","Nikiti","","siltstone","8.7","7.75","GR","1","1"
"str","","North Horn","","sandstone/""shale"",""shale""/sandstone,claystone,""shale"",mudstone,sandstone","70.6","66","US","23","41"
"str","","Norwich Crag","","","2.588","1.806","UK","1","1"
"str","","Norwich Crag","Chillesford Sand","","2.588","1.806","UK","1","1"
"str","","Nuapua","middle","","0.0117","0","BO","1","16"
"str","","Nubia","","sandstone","0.0117","0","SD,EG","6","16"
"str","","Nubian Sandstone","","","100.5","83.6","EG","1","1"
"str","","Nubian Sandstone","Upper","sandstone","100.5","83.6","EG","1","2"
"str","","Nugget Sandstone","","sandstone/claystone,sandstone","237","174.1","US","2","6"
"str","","Nyamandhlovu Sandstones","","sandstone","237","201.3","ZW","1","1"
"str","","Nye","","mudstone","28.4","15.97","US","3","3"
"str","","Oamaru Diatomite","","diatomite","36","34.3","NZ","1","1"
"str","","Ochungchelo","","""siliciclastic""","145","100.5","MN","1","1"
"str","","Ocozocoautla","","","72.1","66","MX","1","1"
"str","","Ogallala","","siltstone,sandstone/claystone","13.6","10.3","US","2","4"
"str","","Oidawara","","","15.97","11.608","JP","1","1"
"str","","Ojo Alamo","","","70.6","66","US","1","1"
"str","","Ojo Alamo","Naashoibito","sandstone,mudstone","70.6","66","US","40","90"
"str","","Okeechobee","","sandstone","0.781","0.126","US","2","38"
"str","","Ola Bula","","sandstone/siltstone","0.781","0.126","ID","1","1"
"str","","Olcott","","","15.97","13.6","US","3","3"
"str","","Olcott","subcycle 1","","15.97","13.6","US","1","1"
"str","","Oldhaven Beds","","","58.7","48.6","UK","1","1"
"str","","Oldman","","sandstone","83.5","70.6","CA,US","2","3"
"str","","Olduvai","","claystone,tuff/claystone","1.806","0.781","TZ","15","24"
"str","","Olhos Amarelos e Pousio da Galeota","","sandstone","125","100.5","PT","1","4"
"str","","Olorgesailie","1","siltstone","1.806","0.781","KE","1","1"
"str","","Olorgesailie","7","sandstone","2.588","0.0117","KE","2","2"
"str","","On Gong","","""siliciclastic""","125","100.5","CN","2","4"
"str","","Oolithe miliaire","","""limestone""","167.7","164.7","FR","1","1"
"str","","Öösh","","sandstone/siltstone,""shale""/sandstone","145","100.5","MN","7","19"
"str","","Oosterhout","Unit B","sandstone","5.333","2.588","NL","1","1"
"str","","Orio","","sandstone","28.1","23.03","JP","1","1"
"str","","Ortega","","sandstone/claystone","72.1","66","CO","1","2"
"str","","Oshin","","","13.82","11.62","MN","1","9"
"str","","Ostracod and Gastropod limestones","","""limestone""","122.46","109","IT","1","1"
"str","","Otay","","","30.8","20.43","US","1","1"
"str","","Otekaike Limestone","Maerewhenua","""limestone""","27.3","25.2","NZ","1","2"
"str","","Otibanda","","""siliciclastic""/tuff","3.6","2.588","PG","1","1"
"str","","Otlaltepec","","sandstone/gravel","168.3","163.5","MX","1","1"
"str","","Ototara Limestone","","""limestone""","34.3","27.3","NZ","2","2"
"str","","Otuma","","sandstone","38","33.9","PE","3","4"
"str","","Oukaïmeden Sandstone","","sandstone","237","228","MA","1","1"
"str","","Owl Creek","","claystone","70.6","66","US","1","1"
"str","","Oxford Clay","","","166.1","163.5","UK","1","1"
"str","","Oxford Clay","Peterborough","","164.7","161.2","UK","1","3"
"str","","Ozan","","marl","83.5","70.6","US","1","1"
"str","","Pahala","","ash","0.0117","0","US","1","1"
"str","","Painten","","""limestone""","155.7","150.8","DE","1","1"
"str","","Paja","","claystone","129.4","113","CO","2","2"
"str","","Pajonales","","sandstone/mudstone","72.1","66","CL","1","1"
"str","","Palm Springs","","","0.781","0.126","US","1","1"
"str","","Palm Springs","upper","","0.781","0.126","US","3","5"
"str","","Palos Verdes Sand","","sandstone","0.126","0.0117","US","8","42"
"str","","Palvantash","","","85.8","70.6","TJ","1","2"
"str","","Pampean","","","0.781","0.012","AR","1","25"
"str","","Panau","","sandstone","201.3","66","MY","1","1"
"str","","Papo Seco","","sandstone/siltstone,siltstone,sandstone","130","125.45","PT","6","16"
"str","","Paracas","","sandstone","47.8","41.3","PE","1","1"
"str","","Parajito","","sandstone","113","100.5","US","1","1"
"str","","Parana","upper","sandstone","13.82","11.62","AR","1","1"
"str","","Parilla Sand","","sandstone","3.6","2.588","AU","1","1"
"str","","Paso del Sapo","","","72.1","66","AR","1","1"
"str","","Patagonia","","","21","17.5","AR","1","1"
"str","","Patagonian","","","23.03","15.97","AR","1","3"
"str","","Patcham","","bindstone","167.7","164.7","IN","1","2"
"str","","Paw Paw","","claystone","105.3","99.6","US","2","2"
"str","","Pawnee Creek","","","15.97","13.6","US","2","3"
"str","","Peedee","","","70.6","66","US","1","1"
"str","","Penglaizhen","","sandstone","163.5","145","CN","3","3"
"str","","Perrière","","phosphorite","37.2","33.9","FR","2","4"
"str","","Peruc-Korycany","Korycany","sandstone,""limestone""","99.6","93.5","CZ","2","2"
"str","","Phra Wihan","","","145","125","TH","2","3"
"str","","Pictured Cliffs Sandstone","","","83.5","70.6","US","1","2"
"str","","Pierre de Caen","","","168.3","166.1","FR","1","1"
"str","","Pierre Shale","Pembina","""shale""/ash","83.5","70.6","CA","18","33"
"str","","Pierre-Châtel","","""limestone""","145","140.2","FR","1","1"
"str","","Pikermi","","siltstone","11.608","5.333","GR","2","2"
"str","","Pingling","","sandstone","72.1","66","CN","24","49"
"str","","Pinyon Conglomerate","","conglomerate","70.6","66","US","1","1"
"str","","Pisco","","siltstone,sandstone","5.333","3.6","PE","10","56"
"str","","Pismo","Squire","sandstone","3.6","2.588","US","1","1"
"str","","Pittsburg Bluff","","","38","33.9","US","1","1"
"str","","Podosinki","Meshchera","marl","164.7","161.2","RU","1","1"
"str","","Point Lookout","Hosta","sandstone","85.8","83.5","US","1","3"
"str","","Pondaung","upper","sandstone/""siliciclastic""","41.3","38","MM","1","1"
"str","","Pongo","Pongo-1","","1.806","0.781","PE","1","4"
"str","","Popo Agie","","sandstone,siltstone","228","201.3","US","8","9"
"str","","Porec","Kirmenjak","mudstone/packstone","150.8","145","HR","2","2"
"str","","Port Campbell Limestone","","""limestone""","11.62","7.246","AU","1","1"
"str","","Port Orford","","sandstone","0.781","0.0117","US","2","3"
"str","","Porto da Calada","","""siliciclastic""","145","139.8","PT","2","3"
"str","","Posidonia Shale","","""shale""","182","175.6","DE","1","1"
"str","","Poudingue ferrugineux","","conglomerate,sandstone","109","105.3","FR","2","2"
"str","","Poway","","","56","33.9","US","1","1"
"str","","Praia da Amoreira-Porto Novo","","sandstone,mudstone/sandstone","155.7","145","PT","11","17"
"str","","Precipice Sandstone","","sandstone","201.3","174.1","AU","2","2"
"str","","Price River","Nelsen","coal","83.6","72.1","US","1","1"
"str","","Prince Creek","Kogosukruk Tongue","sandstone","70.6","66","US","3","5"
"str","","Przysucha","","sandstone/mudstone,sandstone","201.3","196.5","PL","3","13"
"str","","Puerto de Mazarron","","marl","5.333","2.588","ES","1","1"
"str","","Puerto Madryn","","sandstone/""shale""","11.62","7.246","AR","3","5"
"str","","Puerto Madryn","upper levels","sandstone/""shale""","11.62","7.246","AR","1","2"
"str","","Puerto Yeruá","","sandstone,claystone","89.3","66","AR","4","6"
"str","","Pungo River","","""carbonate""","15.97","11.608","US","2","18"
"str","","Purgatoire","Lytle","sandstone","125","100.5","US","1","1"
"str","","Purisima","","sandstone/siltstone","3.6","2.588","US","3","3"
"str","","Pysht","","siltstone,mudstone","28.1","23.03","US","2","3"
"str","","Qagannur","","sandstone/siltstone","145","100.5","CN","1","2"
"str","","Qigequan","","","2.588","0.781","CN","1","1"
"str","","Qigu","","siltstone/sandstone","161.2","152.1","CN","2","8"
"str","","Qiketai","","","168.3","145","CN","1","1"
"str","","Qinwu","","","100.5","66","CN","1","1"
"str","","Qiupa","","mudstone/conglomerate,siltstone,siltstone/mudstone","70.6","66","CN","3","12"
"str","","Quantou","","mudstone/sandstone","125","100.5","CN","5","12"
"str","","Quarziti de Monte Serra","","siltstone/claystone","237","228","IT","1","3"
"str","","Quarziti di Monte Serra","Quarziti Bianco-Rosa","quartzite","237","228","IT","1","1"
"str","","Quebrada Blanca de Poquis","","","72.1","66","CL","1","1"
"str","","Quebrada Coscaya","Upper","","199.3","157.3","CL","1","1"
"str","","Quebrada del Barro","","sandstone","228","208.5","AR","1","2"
"str","","Quebrada Monardes","","sandstone/mudstone","145","139.8","CL","2","4"
"str","","Quercy Phosphorites","","phosphorite","37.2","15.97","FR","2","10"
"str","","Quinchamale","","sandstone","157.3","152.1","CL","1","2"
"str","","Quseir","","","83.5","70.6","EG","2","3"
"str","","Quseir","El Hindaw","not reported/siltstone","83.5","70.6","EG","3","5"
"str","","Quseir","Mut","""shale"",not reported/siltstone","83.5","70.6","EG","3","6"
"str","","Raigón","San José","sandstone","3.6","0.781","UY","1","1"
"str","","Raritan/Magothy","","claystone","100.5","83.6","US","1","1"
"str","","Raton","","sandstone","70.6","66","US","4","7"
"str","","Râul Mare","upper","mudstone/""limestone""","70.6","66","RO","1","18"
"str","","Rayoso","","","125","113","AR","1","1"
"str","","Razorback Beds","","siltstone","199.3","190.8","AU","1","8"
"str","","Red Crag","","","2.588","0.781","UK","1","1"
"str","","Reuchenette","","marl,""limestone"",""mixed carbonate-siliciclastic"",packstone,mudstone","155.7","150.8","CH","10","14"
"str","","Reuchenette","Courtedoux","lime mudstone,""mixed carbonate-siliciclastic"",marl,packstone","155.7","150.8","CH","35","76"
"str","","Reuchenette","Solothurn Turtle Limestone","grainstone/lime mudstone,mudstone,""limestone""","155.7","150.8","CH","6","7"
"str","","Reuver clay","","lignite/claystone","3.6","2.588","DE","1","1"
"str","","Rexroad","","","4.9","1.8","US","1","1"
"str","","Rexroad","upper","siltstone","4.9","1.8","US","3","5"
"str","","Rexroad","XI","","4.9","1.8","US","1","2"
"str","","Rezhantsi","","claystone/coal","86.3","70.6","BG","1","2"
"str","","Ringbone","","","83.5","70.6","US","1","1"
"str","","Ringbone","Middle","sandstone/mudstone","83.5","70.6","US","2","3"
"str","","Rio Condor","","","23.03","15.97","CL","1","1"
"str","","Río Damas","","","157.3","145","CL","1","1"
"str","","Río Playas","","sandstone","70.6","66","EC","1","1"
"str","","Rio Turbio","","sandstone","48.6","33.9","CL","1","3"
"str","","Riverbank","","","0.126","0.0117","US","1","1"
"str","","Romualdo","Lower","""shale""","112.03","109","BR","1","1"
"str","","Rosario","","sandstone/conglomerate","72.1","66","MX","1","1"
"str","","Rosarito Beach","","sandstone","20.44","13.82","MX","2","7"
"str","","Rosarito Beach","Los Indios","sandstone","15.97","13.82","MX","1","6"
"str","","Runningwater","","sandstone","20.43","15.97","US","2","2"
"str","","Rutland","","""shale""/ironstone","171.6","167.7","UK","1","1"
"str","","Rybushka","","sandstone","83.5","70.6","RU","2","3"
"str","","Rønne","Sose Bugt","mudstone/sandstone","201.3","190.8","DK","1","1"
"str","","Sables d'Anvers","","sandstone","15.97","11.608","BE","2","4"
"str","","Sables de Bracheux","","conglomerate","59.2","56","FR","1","5"
"str","","Sables de Cherré","","","161.2","155.7","FR","1","1"
"str","","Sables de Glos","","sandstone","161.2","155.7","FR","1","2"
"str","","Sables de Mortinsart","","sandstone","208.5","201.3","BE","1","1"
"str","","Sables de Varennes","","sandstone","99.6","93.5","FR","1","1"
"str","","Sables du Perche","","sandstone/claystone","99.6","93.5","FR","1","1"
"str","","Sables verts de l'Aube","","sandstone","112.03","109","FR","1","1"
"str","","Sagog","","","145","100.5","KR","2","6"
"str","","Saint-Chinian","","sandstone/claystone,claystone,sandstone","83.5","66","FR","6","13"
"str","","Saint-Paulet","","lignite","99.6","93.5","FR","2","2"
"str","","Sajovolgyi","","mudstone","13.65","11.1","HU","1","11"
"str","","Saldam","","siltstone/""limestone""","163.5","145","RU","1","3"
"str","","Saldaña","","sandstone","201.3","145","CO","1","1"
"str","","Salema","","dolomite","130","125.45","PT","2","5"
"str","","Salla","","","29","21","BO","1","1"
"str","","Salto Ander Egg","","gravel","0.781","0.012","AR","1","1"
"str","","Saltwick","","sandstone/mudstone","174.1","170.3","UK","1","1"
"str","","Samanasuk","","""limestone""/""shale""","174.1","163.5","PK","3","4"
"str","","Samlat","Guerran","sandstone","38","33.9","EH","1","1"
"str","","San Antonio","","","1.8","0.3","US","1","1"
"str","","San Carlos","","mudstone","83.6","72.1","MX","2","5"
"str","","San Carlos","""Upper Shale""","sandstone/mudstone","83.5","70.6","US","2","4"
"str","","San Diego","","sandstone,siltstone,conglomerate","3.6","1.8","US","42","129"
"str","","San Diego","3/4","","4.9","1.8","US","1","1"
"str","","San Diego","4","","4.9","1.8","US","2","9"
"str","","San Diego","6","","4.9","1.8","US","1","5"
"str","","San Diego","7","","4.9","1.8","US","1","1"
"str","","San Diego","Lower","","4.9","1.8","US","4","16"
"str","","San Giovanni Rotondo","2","wackestone/claystone","136.4","125.45","IT","1","2"
"str","","San Joaquin","Pecten Zone","","4.9","1.8","US","1","1"
"str","","San Juan Raya","","""shale""/sandstone","125","113","MX","7","11"
"str","","San Madryn","","mudstone/""limestone""","11.608","5.333","AR","1","1"
"str","","San Mateo","","sandstone,siltstone,sandstone/conglomerate","3.6","2.588","US","4","23"
"str","","San Mateo","upper gravel conglomerate unit","sandstone","7.246","5.333","US","1","1"
"str","","San Pedro","","sandstone","0.126","0.0117","US","2","40"
"str","","San Salvador","Estación","sandstone,sandstone/""shale""","157.3","152.1","CL","2","6"
"str","","Sanbukdong","","mudstone,siltstone/mudstone","145","100.5","KR","3","4"
"str","","Sanjianfang","","mudstone/sandstone","168.3","166.1","CN","1","2"
"str","","Sannicandro","","""limestone""","157.3","145","IT","1","3"
"str","","Sanshui","","sandstone,""siliciclastic""","100.5","83.6","CN","8","9"
"str","","Santa Barbara","","sandstone","0.781","0.126","US","1","1"
"str","","Santa Cruz","","sandstone,claystone,mudstone/sandstone,tuff","17.5","15.97","AR,CL","22","67"
"str","","Santa Cruz","Estancia La Costa","claystone,claystone/sandstone,tuff","17.5","16.3","AR","5","15"
"str","","Santa Cruz","Lower","sandstone/siltstone","23.03","15.97","AR","1","2"
"str","","Santa Margarita","","siltstone,sandstone","11.62","7.246","US","2","7"
"str","","Santa Maria","Alemoa","sandstone/siltstone","237","228","BR","1","1"
"str","","Santa Maria di Ciciliano","","","5.333","0.0117","IT","1","2"
"str","","Santa Rosa","Los Esteros","","237","228","US","1","1"
"str","","Santiago","","","46.2","40.4","US","1","1"
"str","","Santibañez del Val","","claystone/""limestone"",marl/""limestone""","70.6","66","ES","2","3"
"str","","Santibañez del Val","Calizas de Lychnus","lime mudstone","70.6","66","ES","1","5"
"str","","Santo Domingo","","siltstone,siltstone/claystone,sandstone","37.2","33.9","AR","8","10"
"str","","Sao Khua","","siltstone","130","125.45","TH","1","2"
"str","","Şard","","mudstone/sandstone,claystone/""limestone"",sandstone,claystone,claystone/sandstone","70.6","66","RO","5","19"
"str","","Sarmiento","","claystone/tuff,""shale""/claystone","29","21","AR","4","8"
"str","","Sasykol","","sandstone","89.3","66","KZ","1","1"
"str","","Schrader Bluff","Rogers Creek","","89.3","66","US","1","1"
"str","","Schrattenkalk","Upper","packstone/wackestone","125","113","CH","1","1"
"str","","Scollard","","sandstone","70.6","66","CA","5","5"
"str","","Sebeş","","sandstone,mudstone/sandstone,claystone,sandstone/coal,conglomerate/mudstone,""siliciclastic"",mudstone,sandstone/claystone,gravel,claystone/sandstone","70.6","66","RO","17","40"
"str","","Sekmenevsk","","sandstone","113","93.9","RU","1","1"
"str","","Sembar","","claystone","157.3","152.1","PK","2","2"
"str","","Seonso Conglomerate","","sandstone/mudstone,mudstone/sandstone","83.6","72.1","KR","5","9"
"str","","Serra de Aire","","grainstone,""limestone""/wackestone","167.7","164.7","PT","2","5"
"str","","Sespe","","","46.2","40.4","US","1","1"
"str","","Severn","","sandstone","72.1","66","US","4","6"
"str","","Seymour","","","1.8","0.3","US","1","1"
"str","","Shahai","","mudstone/conglomerate,mudstone/coal","125","100.5","CN","2","6"
"str","","Shanwang","Middle","sandstone/mudstone","20.44","15.97","CN","1","2"
